,facebook_chat.pcap
2736,"['10.152.152.11', 45094, '173.194.65.138', 443]"
2737,"['173.194.65.138', 443, '10.152.152.11', 45094]"
2738,"['173.194.65.138', 443, '10.152.152.11', 45094]"
2739,"['10.152.152.11', 45094, '173.194.65.138', 443]"
2740,"['173.194.65.138', 443, '10.152.152.11', 45094]"
2741,"['10.152.152.11', 45094, '173.194.65.138', 443]"
2742,"['173.194.65.138', 443, '10.152.152.11', 45094]"
2743,"['10.152.152.11', 45094, '173.194.65.138', 443]"
2744,"['10.152.152.11', 45094, '173.194.65.138', 443]"
2745,"['173.194.65.138', 443, '10.152.152.11', 45094]"
2746,"['10.152.152.11', 45094, '173.194.65.138', 443]"
2747,"['173.194.65.138', 443, '10.152.152.11', 45094]"
2748,"['173.194.65.138', 443, '10.152.152.11', 45094]"
2749,"['10.152.152.11', 45094, '173.194.65.138', 443]"
2750,"['173.194.65.138', 443, '10.152.152.11', 45094]"
2751,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2752,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2753,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2754,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2755,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2756,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2757,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2758,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2759,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2760,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2761,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2762,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2763,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2764,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2765,"['10.152.152.11', 33804, '104.86.110.33', 443]"
2766,"['10.152.152.11', 50199, '2.16.162.51', 443]"
2767,"['104.86.110.33', 443, '10.152.152.11', 33804]"
2768,"['10.152.152.11', 33804, '104.86.110.33', 443]"
2769,"['10.152.152.11', 33807, '104.86.110.33', 443]"
2770,"['10.152.152.11', 33809, '104.86.110.33', 443]"
2771,"['2.16.162.51', 443, '10.152.152.11', 50199]"
2772,"['10.152.152.11', 50199, '2.16.162.51', 443]"
2773,"['10.152.152.11', 33801, '104.86.110.33', 443]"
2774,"['10.152.152.11', 33796, '104.86.110.33', 443]"
2775,"['104.86.110.33', 443, '10.152.152.11', 33807]"
2776,"['10.152.152.11', 33807, '104.86.110.33', 443]"
2777,"['10.152.152.11', 33797, '104.86.110.33', 443]"
2778,"['104.86.110.33', 443, '10.152.152.11', 33809]"
2779,"['10.152.152.11', 33809, '104.86.110.33', 443]"
2780,"['104.86.110.33', 443, '10.152.152.11', 33801]"
2781,"['10.152.152.11', 33801, '104.86.110.33', 443]"
2782,"['104.86.110.33', 443, '10.152.152.11', 33796]"
2783,"['10.152.152.11', 33796, '104.86.110.33', 443]"
2784,"['104.86.110.33', 443, '10.152.152.11', 33797]"
2785,"['10.152.152.11', 33797, '104.86.110.33', 443]"
2786,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2787,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2788,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2789,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2790,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2791,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2792,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2793,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2794,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2795,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2796,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2797,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2798,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2799,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2800,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2801,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2802,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2803,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2804,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2805,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2806,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2807,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2808,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2809,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2810,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2811,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2812,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2813,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2814,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2815,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2816,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2817,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2818,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2819,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2820,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2821,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2822,"['10.152.152.11', 33802, '104.86.110.33', 443]"
2823,"['104.86.110.33', 443, '10.152.152.11', 33802]"
2824,"['10.152.152.11', 33802, '104.86.110.33', 443]"
2825,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2826,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2827,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2828,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2829,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2830,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2831,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2832,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2833,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2834,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2835,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2836,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2837,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2838,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2839,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2840,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2841,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2842,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2843,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2844,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2845,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2846,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2847,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2848,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2849,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2850,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2851,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2852,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2853,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2854,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2855,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2856,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2857,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2858,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2859,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2860,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2861,"['10.152.152.11', 34927, '173.194.204.188', 5228]"
2862,"['173.194.204.188', 5228, '10.152.152.11', 34927]"
2863,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2864,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2865,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2866,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2867,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2868,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2869,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2870,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2871,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2872,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2873,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2874,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2875,"['10.152.152.11', 39505, '74.125.136.136', 443]"
2876,"['74.125.136.136', 443, '10.152.152.11', 39505]"
2877,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2878,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2879,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2880,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2881,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2882,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2883,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2884,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2885,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2886,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2887,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2888,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2889,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2890,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2891,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2892,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2893,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2894,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2895,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2896,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2897,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2898,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2899,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2900,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2901,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2902,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2903,"['10.152.152.11', 45094, '173.194.65.138', 443]"
2904,"['173.194.65.138', 443, '10.152.152.11', 45094]"
2905,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2906,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2907,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2908,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2909,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2910,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2911,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2912,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2913,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2914,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2915,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2916,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2917,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2918,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2919,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2920,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2921,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2922,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2923,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2924,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2925,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2926,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2927,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2928,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2929,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2930,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2931,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2932,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2933,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2934,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2935,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2936,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2937,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2938,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2939,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2940,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2941,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2942,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2943,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2944,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2945,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2946,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2947,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2948,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2949,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2950,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2951,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2952,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2953,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2954,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2955,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2956,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2957,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2958,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2959,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2960,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2961,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2962,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2963,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2964,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2965,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2966,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2967,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2968,"['31.13.93.3', 443, '10.152.152.11', 34010]"
