,spotifyAndrew.pcap
19277,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
19278,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19279,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19280,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
19281,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
19282,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19283,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19284,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19285,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19286,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19287,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19288,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19289,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19290,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19291,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19292,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19293,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19294,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19295,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19296,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19297,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19298,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19299,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19300,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19301,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19302,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19303,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19304,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19305,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19306,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19307,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19308,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19309,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19310,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19311,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19312,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19313,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19314,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19315,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19316,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19317,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19318,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19319,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19320,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19321,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19322,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19323,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19324,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19325,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19326,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19327,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19328,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19329,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19330,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19331,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19332,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19333,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19334,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19335,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19336,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19337,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19338,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19339,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19340,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19341,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19342,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19343,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19344,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19345,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19346,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19347,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19348,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19349,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19350,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19351,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19352,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19353,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19354,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19355,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19356,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19357,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19358,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19359,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19360,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19361,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19362,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19363,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19364,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19365,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19366,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19367,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19368,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19369,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19370,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19371,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19372,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19373,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19374,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19375,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19376,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19377,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19378,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19379,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19380,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19381,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19382,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19383,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19384,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19385,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19386,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19387,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19388,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19389,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19390,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19391,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19392,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19393,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19394,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19395,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19396,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19397,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19398,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19399,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19400,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19401,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19402,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19403,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19404,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19405,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19406,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19407,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19408,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19409,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19410,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19411,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19412,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19413,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19414,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19415,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19416,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19417,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19418,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19419,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19420,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19421,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19422,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19423,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19424,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19425,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19426,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19427,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19428,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19429,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19430,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19431,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19432,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19433,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19434,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19435,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19436,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19437,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19438,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19439,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19440,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19441,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19442,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19443,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19444,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19445,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19446,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19447,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19448,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19449,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19450,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19451,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19452,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19453,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19454,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19455,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19456,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19457,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19458,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19459,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19460,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19461,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19462,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19463,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19464,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19465,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19466,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19467,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19468,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19469,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19470,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19471,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19472,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19473,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19474,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19475,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19476,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19477,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19478,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19479,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19480,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19481,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19482,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19483,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19484,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19485,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19486,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19487,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19488,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19489,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19490,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19491,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19492,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19493,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19494,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19495,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19496,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19497,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19498,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19499,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19500,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19501,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19502,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19503,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19504,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19505,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19506,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19507,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19508,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19509,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19510,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19511,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19512,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19513,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19514,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19515,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19516,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19517,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19518,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19519,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19520,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19521,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19522,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19523,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19524,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19525,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19526,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19527,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19528,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19529,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19530,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19531,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19532,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19533,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19534,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19535,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19536,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19537,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19538,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19539,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19540,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19541,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19542,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19543,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19544,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19545,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19546,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19547,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19548,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19549,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19550,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19551,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19552,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19553,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19554,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19555,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19556,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19557,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19558,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19559,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19560,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19561,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19562,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19563,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19564,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19565,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19566,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19567,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19568,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19569,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19570,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19571,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19572,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19573,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19574,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19575,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19576,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19577,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19578,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19579,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19580,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19581,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19582,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19583,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19584,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19585,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19586,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19587,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19588,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19589,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19590,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19591,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19592,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19593,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19594,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19595,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19596,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19597,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19598,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19599,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19600,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19601,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19602,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19603,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19604,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19605,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19606,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19607,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19608,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19609,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19610,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19611,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19612,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19613,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19614,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19615,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19616,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19617,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19618,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19619,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19620,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19621,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19622,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19623,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19624,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19625,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19626,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19627,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19628,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19629,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19630,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19631,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19632,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19633,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19634,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19635,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19636,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19637,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19638,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19639,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19640,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19641,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19642,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19643,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19644,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19645,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19646,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19647,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19648,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19649,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19650,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19651,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19652,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19653,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19654,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19655,"['10.152.152.11', 45416, '68.232.34.151', 80]"
19656,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19657,"['68.232.34.151', 80, '10.152.152.11', 45416]"
19658,"['10.152.152.11', 45416, '68.232.34.151', 80]"
